feature,mean_importance,std_importance,min_importance,max_importance,selected_folds,stability,importance_cv
210X154,0.0007681082538018077,0.00010346317409227937,0.0006633473891137042,0.0009104858001620662,4,0.8,0.1346986879069222
210X148,0.0007646646077718905,0.0001960632576969934,0.0006085837359250336,0.0010502808070260304,4,0.8,0.25640425285523005
520X346,0.000764123102455648,0.00013126312169509796,0.0006792004124293633,0.0009588958517408701,4,0.8,0.17178268933562857
210X156,0.0007597912155526614,0.00019421228912024874,0.0006058459050174793,0.0010387238043835921,4,0.8,0.25561270634508293
210X150,0.0007552350835714328,0.00012230272065862313,0.000616869964937634,0.0008783608087176035,4,0.8,0.16193993520312325
420X164,0.0007506726283010138,5.9483584046083766e-05,0.0006865209296724116,0.0008282114815346177,4,0.8,0.07924037952665425
520X144,0.0007447165550525108,0.00015892442512694316,0.0006180146232904693,0.0009767957525777784,4,0.8,0.21340256750749237
344X13,0.0007359533868380858,0.0001219921157398967,0.0006206489554771595,0.0009057553968137077,4,0.8,0.16576065516629662
311X54,0.0007336701897669636,0.00013266110420782968,0.0005834291973231122,0.0008732467572757648,4,0.8,0.18081844659539528
311X116,0.0007297102410349526,8.680779674942903e-05,0.0006135562124238684,0.0008213586394157145,4,0.8,0.11896200950578271
210X76,0.0007163507299256856,0.00011794247099759381,0.0005939146168397228,0.0008290407595213041,4,0.8,0.16464347128561693
344X186,0.0007080981184072,6.801729906877042e-05,0.0006186679924756395,0.0007766733242772458,4,0.8,0.09605631932155478
300X9,0.0006851790822153842,6.796041797900707e-05,0.0006123898871880384,0.0007555553973025175,4,0.8,0.09918635820008519
210X142,0.000678044264763647,6.482240300392375e-05,0.0005897542467959413,0.0007393342979008008,4,0.8,0.09560202228230269
210X132,0.0006692892210297383,8.16594703942817e-05,0.000614032425156434,0.0007898998549609349,4,0.8,0.1220092416050491
360X582,0.0006656641556630786,1.6012427087211183e-05,0.0006484774487337992,0.0006808035498545929,4,0.8,0.024054813417444924
ERROR:#N/A_9,0.000663797025528933,5.817148596414336e-05,0.000592393233877969,0.0007247197953962093,4,0.8,0.08763444794010061
311X55,0.0013568485346376537,0.0002587419854471979,0.0010595889347446105,0.0015314583795558222,3,0.6,0.19069334465221027
420X35,0.0011556634559152666,0.00027016047561841935,0.0009458553996604097,0.0014604977649765487,3,0.6,0.23377089065318396
220X67,0.0011116922799416053,0.000300354573255702,0.0007731208104584241,0.0013460924502149143,3,0.6,0.2701777986632246
750X1105,0.000998076929455189,0.0004849550122363064,0.0007174874405629103,0.0015580543134463701,3,0.6,0.4858894113654495
344X212,0.0009846201686258356,0.00038008827695608854,0.0006653409344295593,0.0014050521863757713,3,0.6,0.3860252802870425
420X36,0.0009523145632105165,0.00018747055936696517,0.0007657286244780371,0.0011406573943854531,3,0.6,0.19685780981663464
312X97,0.0009435422946347362,0.00018469557515942686,0.0008172055200466009,0.0011555116228649132,3,0.6,0.19574700150053068
210X177,0.0009335901690910582,0.0002372729147457605,0.0007627678636602681,0.001204509383753721,3,0.6,0.25415104223153717
210X207,0.0009317856973464966,0.00018325493266633464,0.0007282131702196004,0.0010835823597877751,3,0.6,0.1966706861798054
311X8,0.000918112724113602,0.00030304244150799016,0.0007069404564471373,0.0012653378994562227,3,0.6,0.33007106123106333
344X77,0.0008999039493243984,0.00029749410717214267,0.0005977571069467084,0.0011925160861815858,3,0.6,0.3305842885397955
311X91,0.0008974447419152193,6.670983129709786e-05,0.000826275671992445,0.0009585522901476272,3,0.6,0.07433307936085361
344X55,0.0008860803419005373,0.0002835908422327837,0.0006397568141853869,0.0011961038342334005,3,0.6,0.32005093500264775
210X51,0.0008773669269758325,0.00019653794255945805,0.0006625675587934926,0.001048194415986103,3,0.6,0.22400883403810243
311X93,0.000865572166912011,0.00028196288216803645,0.0006572594699049242,0.001186425151567875,3,0.6,0.3257531753224061
